1,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
1,2,120.0,333.9,136.7,60.10000000000002,1,1,1.0
1,3,728.09,262.6,80.30999999999995,44.89999999999998,1,1,1.0
2,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
2,2,96.6,336.83,138.6,65.97000000000003,1,1,1.0
2,3,716.31,265.32,80.30000000000007,47.620000000000005,1,1,1.0
3,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
3,2,71.25,338.78,148.35,65.97000000000003,1,1,1.0
3,3,705.43,267.13,80.31000000000006,47.620000000000005,1,1,1.0
4,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
4,2,44.92,341.7,151.27999999999997,68.90000000000003,1,1,1.0
4,3,691.83,268.04,80.30999999999995,47.620000000000005,1,1,1.0
5,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
5,2,18.59,345.6,153.21,70.84999999999997,1,1,1.0
5,3,677.33,268.9,82.06999999999994,49.5,1,1,1.0
6,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
6,2,0.06,347.55,153.21,73.75,1,1,1.0
6,3,660.1,269.81,84.79999999999995,50.389999999999986,1,1,1.0
7,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
7,2,1.04,350.48,129.84,73.75,1,1,1.0
7,3,647.41,272.5,87.49000000000001,52.23000000000002,1,1,1.0
8,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
8,2,0.0,356.33,104.5,73.75,1,1,1.0
8,3,634.72,275.22,87.49000000000001,52.22999999999996,1,1,1.0
9,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
9,2,0.0,356.33,80.1,73.75,1,1,1.0
9,3,615.68,276.6,90.62,51.19999999999999,1,1,1.0
10,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
10,2,0.0,356.33,57.7,73.75,1,1,1.0
10,3,603.1,279.75,90.61000000000001,51.19999999999999,1,1,1.0
11,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
11,2,0.0,356.33,30.4,73.75,1,1,1.0
11,3,588.41,282.89,90.62,51.19999999999999,1,1,1.0
12,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
12,3,573.73,282.89,90.61000000000001,51.19999999999999,1,1,1.0
13,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
13,3,558.0,288.14,90.61000000000001,51.19999999999999,1,1,1.0
14,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
14,3,545.41,290.23,90.62,51.19999999999999,1,1,1.0
15,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
15,3,526.53,291.28,90.62,51.200000000000045,1,1,1.0
16,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
16,3,504.5,292.3,102.20000000000005,55.43000000000001,1,1,1.0
17,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
17,3,488.77,293.3,102.20000000000005,59.670000000000016,1,1,1.0
18,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
18,3,470.94,295.4,105.35999999999996,59.670000000000016,1,1,1.0
19,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
19,3,454.16,296.45,103.23999999999995,59.670000000000016,1,1,1.0
20,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
20,3,438.43,299.59,105.36999999999995,59.670000000000016,1,1,1.0
21,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
21,3,420.6,302.74,107.5,59.670000000000016,1,1,1.0
22,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
22,3,401.72,303.8,110.67999999999995,64.89999999999998,1,1,1.0
23,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
23,3,381.79,305.9,113.81,68.05000000000001,1,1,1.0
24,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
24,3,365.01,313.2,113.81,62.85000000000002,1,1,1.0
25,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
25,3,345.08,315.3,119.02000000000004,67.03999999999996,1,1,1.0
26,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
26,3,324.1,319.49,121.09999999999997,67.03999999999996,1,1,1.0
27,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
27,3,305.22,322.64,121.09999999999997,67.04000000000002,1,1,1.0
28,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
28,3,286.34,326.84,121.10000000000002,67.03000000000003,1,1,1.0
29,1,208.0,250.2,96.80000000000001,41.10000000000002,1,1,1.0
29,3,262.22,330.0,125.27999999999997,74.36000000000001,1,1,1.0
